,Participant,hit,position,series,x,y,distance,mode,Hammer
15,14.0,19.0,4.0,1.0,-1.2600000000000051,0.8400000000000034,1.5143315356948817,Real,leicht
16,14.0,20.0,4.0,1.0,1.4000000000000057,2.9399999999999977,3.2563169378916426,Real,leicht
17,14.0,21.0,4.0,1.0,-8.260000000000005,-1.539999999999992,8.402333009349253,Real,leicht
18,14.0,22.0,4.0,1.0,0.0,-5.040000000000006,5.040000000000006,Real,leicht
19,14.0,23.0,4.0,1.0,0.0,-3.3599999999999994,3.3599999999999994,Real,leicht
20,14.0,25.0,5.0,1.0,9.799999999999995,0.1400000000000005,9.800999948984794,Real,mittel
21,14.0,26.0,5.0,1.0,-2.519999999999996,0.8400000000000034,2.656313234541436,Real,mittel
22,14.0,27.0,5.0,1.0,-9.38000000000001,-7.560000000000002,12.047323354172915,Real,mittel
23,14.0,28.0,5.0,1.0,-0.1400000000000005,-7.699999999999989,7.701272622106026,Real,mittel
24,14.0,29.0,5.0,1.0,-0.7000000000000028,-2.240000000000009,2.346827645993639,Real,mittel
25,14.0,31.0,6.0,1.0,0.0,6.719999999999999,6.719999999999999,Real,schwer
26,14.0,32.0,6.0,1.0,5.460000000000008,10.36,11.71073012241338,Real,schwer
27,14.0,33.0,6.0,1.0,-0.1400000000000005,-4.340000000000018,4.342257477395848,Real,schwer
28,14.0,34.0,6.0,1.0,5.319999999999993,-8.680000000000007,10.180609019110792,Real,schwer
29,14.0,35.0,6.0,1.0,-8.819999999999993,-10.78,13.928416995480854,Real,schwer
30,14.0,37.0,1.0,2.0,0.0,0.980000000000004,0.980000000000004,Real,leicht
31,14.0,38.0,1.0,2.0,-0.8400000000000034,-1.539999999999992,1.7541949720598282,Real,leicht
32,14.0,39.0,1.0,2.0,2.799999999999997,0.4200000000000017,2.831324778261933,Real,leicht
33,14.0,40.0,1.0,2.0,4.200000000000003,-0.2799999999999869,4.209322985944416,Real,leicht
34,14.0,41.0,1.0,2.0,8.400000000000006,-1.2600000000000051,8.493974334785815,Real,leicht
35,14.0,42.0,1.0,2.0,10.78,-4.340000000000018,11.620843342890405,Real,leicht
36,14.0,43.0,2.0,2.0,1.1199999999999903,-0.6999999999999886,1.3207573584879102,Real,mittel
37,14.0,44.0,2.0,2.0,1.8200000000000076,-5.040000000000006,5.358544578521307,Real,mittel
38,14.0,45.0,2.0,2.0,4.899999999999992,-2.3799999999999955,5.447421408336232,Real,mittel
39,14.0,46.0,2.0,2.0,-1.2600000000000051,6.719999999999999,6.837104650361876,Real,mittel
40,14.0,47.0,2.0,2.0,6.719999999999999,2.799999999999997,7.279999999999998,Real,mittel
41,14.0,49.0,3.0,2.0,1.8200000000000076,3.0799999999999983,3.5775410549705806,Real,schwer
42,14.0,50.0,3.0,2.0,-3.9200000000000017,-3.0800000000000125,4.985258268134169,Real,schwer
43,14.0,51.0,3.0,2.0,2.519999999999996,-5.460000000000008,6.013484846576074,Real,schwer
44,14.0,52.0,3.0,2.0,7.140000000000001,2.799999999999997,7.669393717889308,Real,schwer
45,14.0,53.0,3.0,2.0,7.840000000000003,1.8199999999999927,8.048478117010696,Real,schwer
46,14.0,55.0,4.0,2.0,-1.8199999999999927,-0.6999999999999886,1.9499743588057663,Real,leicht
47,14.0,56.0,4.0,2.0,-3.640000000000001,-0.2799999999999869,3.6507533469134823,Real,leicht
48,14.0,57.0,4.0,2.0,3.780000000000001,-0.1400000000000147,3.782591704109764,Real,leicht
49,14.0,58.0,4.0,2.0,0.980000000000004,-4.200000000000003,4.312818104209826,Real,leicht
50,14.0,59.0,4.0,2.0,7.560000000000002,-1.4000000000000057,7.688536921937752,Real,leicht
51,14.0,61.0,5.0,2.0,-0.7000000000000028,0.4200000000000017,0.8163332652783454,Real,mittel
52,14.0,62.0,5.0,2.0,-1.6800000000000068,1.960000000000008,2.5814724480420197,Real,mittel
53,14.0,63.0,5.0,2.0,-11.340000000000003,3.780000000000001,11.953409555436476,Real,mittel
54,14.0,64.0,5.0,2.0,-4.47999999999999,-13.579999999999998,14.299888111450375,Real,mittel
55,14.0,65.0,5.0,2.0,9.519999999999996,5.88000000000001,11.189495073505327,Real,mittel
56,14.0,67.0,6.0,2.0,-0.8400000000000034,-3.500000000000014,3.599388837011098,Real,schwer
57,14.0,68.0,6.0,2.0,2.799999999999997,-3.640000000000001,4.592341450719882,Real,schwer
58,14.0,69.0,6.0,2.0,-5.180000000000007,1.1200000000000043,5.299698104609364,Real,schwer
59,14.0,70.0,6.0,2.0,8.539999999999992,0.1400000000000005,8.541147463894992,Real,schwer
1,15.0,2.0,1.0,1.0,0.1400000000000147,0.8400000000000034,0.8515867542417566,Real,leicht
2,15.0,3.0,1.0,1.0,-2.239999999999995,-1.8200000000000076,2.886173937932363,Real,leicht
3,15.0,4.0,1.0,1.0,-0.7000000000000028,-2.519999999999996,2.6154158369177134,Real,leicht
4,15.0,5.0,1.0,1.0,2.3799999999999955,-5.599999999999994,6.084767867388198,Real,leicht
5,15.0,7.0,2.0,1.0,-0.2800000000000011,5.739999999999995,5.746825210496657,Real,mittel
6,15.0,8.0,2.0,1.0,0.8400000000000034,-3.780000000000001,3.872208672063015,Real,mittel
7,15.0,9.0,2.0,1.0,1.9599999999999935,3.640000000000001,4.13415045686535,Real,mittel
8,15.0,10.0,2.0,1.0,0.1400000000000147,3.3599999999999994,3.362915401850008,Real,mittel
9,15.0,11.0,2.0,1.0,1.8200000000000076,1.2600000000000051,2.2135943621178744,Real,mittel
10,15.0,13.0,3.0,1.0,0.8400000000000034,-0.2799999999999869,0.8854377448471453,Real,schwer
11,15.0,14.0,3.0,1.0,2.3799999999999955,-0.2799999999999869,2.3964139876073105,Real,schwer
12,15.0,15.0,3.0,1.0,-1.2600000000000051,-6.579999999999998,6.699552223843023,Real,schwer
13,15.0,16.0,3.0,1.0,3.500000000000014,-11.47999999999999,12.001683215282757,Real,schwer
14,15.0,19.0,4.0,1.0,1.8200000000000076,-1.539999999999992,2.384114091229697,Real,leicht
15,15.0,20.0,4.0,1.0,2.240000000000009,2.239999999999995,3.1678383797157355,Real,leicht
16,15.0,21.0,4.0,1.0,-0.4200000000000017,-4.200000000000003,4.220947760870777,Real,leicht
17,15.0,22.0,4.0,1.0,-0.2800000000000011,4.899999999999992,4.907993480028261,Real,leicht
18,15.0,23.0,4.0,1.0,-4.6200000000000045,-5.040000000000006,6.837104650361884,Real,leicht
19,15.0,25.0,5.0,1.0,0.2799999999999869,-0.5600000000000023,0.6260990336999374,Real,mittel
20,15.0,26.0,5.0,1.0,-2.239999999999995,-1.8200000000000076,2.886173937932363,Real,mittel
21,15.0,27.0,5.0,1.0,4.47999999999999,0.1400000000000005,4.482186966202984,Real,mittel
22,15.0,28.0,5.0,1.0,-4.47999999999999,-1.9599999999999935,4.889989775040423,Real,mittel
23,15.0,29.0,5.0,1.0,-4.899999999999992,-0.6999999999999886,4.949747468305823,Real,mittel
24,15.0,31.0,6.0,1.0,4.759999999999991,-1.8200000000000076,5.096076922496357,Real,schwer
25,15.0,32.0,6.0,1.0,0.1400000000000147,1.8199999999999927,1.825376673456736,Real,schwer
26,15.0,33.0,6.0,1.0,-4.200000000000003,-1.6800000000000068,4.523538437992989,Real,schwer
27,15.0,34.0,6.0,1.0,2.1000000000000085,-2.660000000000011,3.389041162334871,Real,schwer
28,15.0,35.0,6.0,1.0,2.660000000000011,-5.460000000000008,6.0734833497754925,Real,schwer
29,15.0,37.0,1.0,2.0,1.2600000000000051,4.200000000000003,4.384928733742435,Real,leicht
30,15.0,38.0,1.0,2.0,2.799999999999997,3.5,4.482186966202992,Real,leicht
31,15.0,39.0,1.0,2.0,0.5600000000000023,-0.4200000000000017,0.7000000000000028,Real,leicht
32,15.0,40.0,1.0,2.0,0.980000000000004,-4.060000000000002,4.176601489249366,Real,leicht
33,15.0,41.0,1.0,2.0,2.240000000000009,-1.8200000000000076,2.8861739379323743,Real,leicht
34,15.0,43.0,2.0,2.0,2.519999999999996,3.5,4.31281810420982,Real,mittel
35,15.0,44.0,2.0,2.0,1.4000000000000057,-2.1000000000000085,2.523885892824803,Real,mittel
36,15.0,45.0,2.0,2.0,-0.4200000000000017,-4.899999999999992,4.917967059670074,Real,mittel
37,15.0,46.0,2.0,2.0,1.6800000000000068,-0.2799999999999869,1.7031735084835062,Real,mittel
38,15.0,49.0,3.0,2.0,0.8400000000000034,1.5400000000000065,1.7541949720598409,Real,schwer
39,15.0,50.0,3.0,2.0,1.6800000000000068,-0.980000000000004,1.9449421585229807,Real,schwer
40,15.0,51.0,3.0,2.0,1.6800000000000068,-3.0800000000000125,3.5083899441196813,Real,schwer
41,15.0,52.0,3.0,2.0,2.240000000000009,-5.179999999999993,5.643580423808982,Real,schwer
42,15.0,53.0,3.0,2.0,1.8200000000000076,-14.279999999999989,14.395513189879674,Real,schwer
43,15.0,55.0,4.0,2.0,7.980000000000004,-3.3599999999999994,8.65852181379709,Real,leicht
44,15.0,56.0,4.0,2.0,0.0,-4.759999999999991,4.759999999999991,Real,leicht
45,15.0,57.0,4.0,2.0,1.6800000000000068,-6.019999999999996,6.250023999953918,Real,leicht
46,15.0,58.0,4.0,2.0,-1.2600000000000051,0.980000000000004,1.5962455951387995,Real,leicht
47,15.0,59.0,4.0,2.0,-1.2600000000000051,-2.660000000000011,2.9433314458280213,Real,leicht
48,15.0,61.0,5.0,2.0,0.980000000000004,-0.2799999999999869,1.0192153844992728,Real,mittel
49,15.0,62.0,5.0,2.0,2.9399999999999977,-3.0800000000000125,4.257933771208761,Real,mittel
50,15.0,63.0,5.0,2.0,4.200000000000003,2.519999999999996,4.897999591670053,Real,mittel
51,15.0,64.0,5.0,2.0,-2.3799999999999955,-2.519999999999996,3.466237152879179,Real,mittel
52,15.0,65.0,5.0,2.0,-5.88000000000001,-1.539999999999992,6.078322136905881,Real,mittel
53,15.0,67.0,6.0,2.0,-4.899999999999992,1.1200000000000043,5.02637045988454,Real,schwer
54,15.0,68.0,6.0,2.0,3.780000000000001,-3.500000000000014,5.151543458032759,Real,schwer
55,15.0,69.0,6.0,2.0,3.920000000000016,-4.6200000000000045,6.058943802347087,Real,schwer
56,15.0,70.0,6.0,2.0,9.240000000000007,-5.460000000000008,10.732623164911749,Real,schwer
57,15.0,71.0,6.0,2.0,8.820000000000007,-3.920000000000016,9.651880645760196,Real,schwer
58,15.0,72.0,6.0,2.0,1.2600000000000051,-0.2799999999999869,1.2907362240210063,Real,schwer
1,23.0,2.0,1.0,1.0,2.3799999999999955,-3.640000000000001,4.349022878762537,Real,leicht
2,23.0,3.0,1.0,1.0,-1.3999999999999917,-4.200000000000003,4.427188724235731,Real,leicht
3,23.0,4.0,1.0,1.0,5.599999999999994,0.4200000000000017,5.615727913636836,Real,leicht
4,23.0,5.0,1.0,1.0,-9.659999999999997,-2.3799999999999955,9.948869282486324,Real,leicht
5,23.0,8.0,2.0,1.0,1.4000000000000057,-8.400000000000006,8.515867542417515,Real,mittel
6,23.0,9.0,2.0,1.0,-2.3799999999999955,-1.9599999999999935,3.083180176376326,Real,mittel
7,23.0,10.0,2.0,1.0,2.9399999999999977,5.319999999999993,6.078322136905868,Real,mittel
8,23.0,11.0,2.0,1.0,8.959999999999994,-5.319999999999993,10.420364676919892,Real,mittel
9,23.0,12.0,2.0,1.0,4.759999999999991,-14.420000000000002,15.185321860270198,Real,mittel
10,23.0,15.0,3.0,1.0,-4.47999999999999,-14.980000000000004,15.635562030192585,Real,schwer
11,23.0,16.0,3.0,1.0,1.1199999999999903,-20.58,20.610453658277397,Real,schwer
12,23.0,17.0,3.0,1.0,-2.1000000000000085,-7.560000000000002,7.846247510753154,Real,schwer
13,23.0,18.0,3.0,1.0,2.1000000000000085,-7.140000000000001,7.44241896160113,Real,schwer
14,23.0,19.0,3.0,1.0,-3.9200000000000017,-15.959999999999994,16.434354261728686,Real,schwer
15,23.0,22.0,4.0,1.0,-4.060000000000002,-3.920000000000016,5.643580423808998,Real,leicht
16,23.0,23.0,4.0,1.0,-6.719999999999999,1.1200000000000043,6.812694033934005,Real,leicht
17,23.0,24.0,4.0,1.0,-6.579999999999998,-3.3599999999999994,7.388233889096904,Real,leicht
18,23.0,25.0,4.0,1.0,4.759999999999991,4.6200000000000045,6.633400334669991,Real,leicht
19,23.0,26.0,4.0,1.0,7.420000000000002,-15.11999999999999,16.842529501235845,Real,leicht
20,23.0,29.0,5.0,1.0,2.9399999999999977,3.0799999999999983,4.257933771208751,Real,mittel
21,23.0,30.0,5.0,1.0,3.640000000000001,-2.3799999999999955,4.349022878762537,Real,mittel
22,23.0,31.0,5.0,1.0,-5.180000000000007,0.980000000000004,5.271887707453572,Real,mittel
23,23.0,32.0,5.0,1.0,3.780000000000001,10.64,11.291501228800358,Real,mittel
24,23.0,33.0,5.0,1.0,-11.47999999999999,0.7000000000000028,11.501321663182878,Real,mittel
25,23.0,34.0,5.0,1.0,-2.1000000000000085,0.4200000000000017,2.1415881957089784,Real,mittel
26,23.0,35.0,5.0,1.0,0.6999999999999886,6.159999999999997,6.199645151135663,Real,mittel
27,23.0,36.0,6.0,1.0,-0.5600000000000023,-3.3599999999999994,3.4063470169670027,Real,schwer
28,23.0,37.0,6.0,1.0,1.2600000000000051,3.219999999999999,3.457744929863972,Real,schwer
29,23.0,38.0,6.0,1.0,-0.2800000000000011,-4.47999999999999,4.488741471726781,Real,schwer
30,23.0,39.0,6.0,1.0,2.3799999999999955,-4.6200000000000045,5.196999134115766,Real,schwer
31,23.0,40.0,6.0,1.0,9.939999999999998,-22.679999999999996,24.76259275601001,Real,schwer
32,23.0,43.0,1.0,2.0,-0.5600000000000023,-0.5600000000000023,0.7919595949289364,Real,leicht
33,23.0,44.0,1.0,2.0,5.739999999999995,-5.040000000000006,7.638664804794095,Real,leicht
34,23.0,45.0,1.0,2.0,7.560000000000002,-5.319999999999993,9.244241450762738,Real,leicht
35,23.0,46.0,1.0,2.0,8.400000000000006,-0.6999999999999886,8.429116205154612,Real,leicht
36,23.0,50.0,2.0,2.0,-0.7000000000000028,-2.519999999999996,2.6154158369177134,Real,mittel
37,23.0,51.0,2.0,2.0,-1.8199999999999927,-7.420000000000002,7.639947643799662,Real,mittel
38,23.0,52.0,2.0,2.0,-1.960000000000008,-8.959999999999994,9.171870038329148,Real,mittel
39,23.0,53.0,2.0,2.0,2.3799999999999955,-9.099999999999994,9.406083138054855,Real,mittel
40,23.0,54.0,2.0,2.0,3.640000000000001,-12.88000000000001,13.384468611043184,Real,mittel
41,23.0,57.0,3.0,2.0,3.0800000000000125,3.640000000000001,4.768228182459401,Real,schwer
42,23.0,58.0,3.0,2.0,1.8200000000000076,-6.019999999999996,6.289101684660535,Real,schwer
43,23.0,59.0,3.0,2.0,3.780000000000001,-8.820000000000007,9.59587411338853,Real,schwer
44,23.0,60.0,3.0,2.0,1.9599999999999935,-15.400000000000006,15.52422622870461,Real,schwer
45,23.0,64.0,4.0,2.0,0.980000000000004,-0.6999999999999886,1.2043255373859645,Real,leicht
46,23.0,65.0,4.0,2.0,4.060000000000002,1.5400000000000065,4.342257477395834,Real,leicht
47,23.0,66.0,4.0,2.0,-6.159999999999997,2.3799999999999955,6.603786792439617,Real,leicht
48,23.0,67.0,4.0,2.0,-0.2800000000000011,-8.820000000000007,8.824443325218885,Real,leicht
49,23.0,68.0,4.0,2.0,10.64,-1.8200000000000076,10.794535654672693,Real,leicht
50,23.0,71.0,5.0,2.0,4.060000000000002,-2.799999999999997,4.93189618706639,Real,mittel
51,23.0,72.0,5.0,2.0,-2.519999999999996,5.739999999999995,6.2688116896266655,Real,mittel
52,23.0,73.0,5.0,2.0,-10.079999999999998,-2.660000000000011,10.42506594703362,Real,mittel
53,23.0,74.0,5.0,2.0,-3.219999999999999,4.060000000000002,5.18189154653009,Real,mittel
54,23.0,75.0,5.0,2.0,0.5600000000000023,7.559999999999988,7.580712367581283,Real,mittel
55,23.0,78.0,6.0,2.0,5.599999999999994,-23.66,24.313691616042178,Real,schwer
56,23.0,79.0,6.0,2.0,2.799999999999997,8.120000000000005,8.589202524099665,Real,schwer
57,23.0,80.0,6.0,2.0,-1.3999999999999917,2.239999999999995,2.64151471697584,Real,schwer
58,23.0,81.0,6.0,2.0,1.8200000000000076,-0.5600000000000023,1.90420587122297,Real,schwer
59,23.0,82.0,6.0,2.0,4.060000000000002,-1.2600000000000051,4.251023406192917,Real,schwer
1,22.0,2.0,1.0,1.0,3.920000000000016,-19.460000000000008,19.850894186408844,Real,leicht
2,22.0,3.0,1.0,1.0,8.11999999999999,-19.739999999999995,21.344835440921056,Real,leicht
3,22.0,4.0,1.0,1.0,4.47999999999999,-21.980000000000004,22.43191476446004,Real,leicht
4,22.0,5.0,1.0,1.0,8.539999999999992,-30.66,31.827145646444635,Real,leicht
5,22.0,6.0,1.0,1.0,3.219999999999999,-35.0,35.14780789750621,Real,leicht
6,22.0,7.0,2.0,1.0,1.9599999999999935,-23.24000000000001,23.32250415371386,Real,mittel
7,22.0,8.0,2.0,1.0,-13.72,-20.3,24.50159994775851,Real,mittel
8,22.0,9.0,2.0,1.0,-3.640000000000001,-31.359999999999985,31.57054323257677,Real,mittel
9,22.0,10.0,2.0,1.0,3.920000000000016,-35.28,35.49710974149868,Real,mittel
10,22.0,11.0,2.0,1.0,-6.579999999999998,-40.46000000000001,40.99156010692933,Real,mittel
11,22.0,13.0,3.0,1.0,10.78,-32.06,33.82383774795522,Real,schwer
12,22.0,14.0,3.0,1.0,10.22,-34.16,35.6560513798149,Real,schwer
13,22.0,15.0,3.0,1.0,4.060000000000002,-36.120000000000005,36.34746208471783,Real,schwer
14,22.0,16.0,3.0,1.0,7.140000000000001,-38.22,38.88120368507128,Real,schwer
15,22.0,17.0,3.0,1.0,16.099999999999994,-40.18000000000001,43.28559113608131,Real,schwer
16,22.0,19.0,4.0,1.0,-7.559999999999988,-12.460000000000008,14.57412776120753,Real,leicht
17,22.0,20.0,4.0,1.0,1.9599999999999935,-21.14,21.23066649919404,Real,leicht
18,22.0,21.0,4.0,1.0,-0.8400000000000034,-22.679999999999996,22.695550224658568,Real,leicht
19,22.0,22.0,4.0,1.0,12.040000000000006,-19.60000000000001,23.002643326365785,Real,leicht
20,22.0,23.0,4.0,1.0,0.4200000000000017,-29.680000000000007,29.68297154935807,Real,leicht
21,22.0,25.0,5.0,1.0,6.159999999999997,-15.539999999999992,16.716375205169324,Real,mittel
22,22.0,26.0,5.0,1.0,-3.9200000000000017,-18.620000000000005,19.02815808216865,Real,mittel
23,22.0,27.0,5.0,1.0,7.699999999999989,-20.02000000000001,21.44971794686355,Real,mittel
24,22.0,28.0,5.0,1.0,13.299999999999995,-19.180000000000007,23.340145672210365,Real,mittel
25,22.0,29.0,5.0,1.0,6.719999999999999,-25.47999999999999,26.3512580344848,Real,mittel
26,22.0,31.0,6.0,1.0,10.080000000000013,-21.56,23.800000000000008,Real,schwer
27,22.0,32.0,6.0,1.0,9.240000000000007,-22.679999999999996,24.48999795835026,Real,schwer
28,22.0,33.0,6.0,1.0,2.9399999999999977,-28.840000000000003,28.98946705270727,Real,schwer
29,22.0,34.0,6.0,1.0,14.980000000000004,-40.73999999999998,43.406773664947714,Real,schwer
30,22.0,35.0,6.0,1.0,2.660000000000011,-48.44,48.51297970646618,Real,schwer
31,22.0,37.0,1.0,2.0,1.9599999999999935,-17.92,18.026868835158258,Real,leicht
32,22.0,38.0,1.0,2.0,9.099999999999994,-25.06,26.661087749752447,Real,leicht
33,22.0,39.0,1.0,2.0,15.679999999999993,-23.66,28.38411527597786,Real,leicht
34,22.0,40.0,1.0,2.0,6.439999999999984,-41.30000000000001,41.79908611441165,Real,leicht
35,22.0,43.0,2.0,2.0,5.88000000000001,-24.920000000000016,25.60431213682572,Real,mittel
36,22.0,44.0,2.0,2.0,1.8200000000000076,-27.30000000000001,27.360599408638706,Real,mittel
37,22.0,45.0,2.0,2.0,17.639999999999986,-35.0,39.19399954074602,Real,mittel
38,22.0,46.0,2.0,2.0,16.519999999999996,-38.08000000000001,41.50899661519176,Real,mittel
39,22.0,47.0,2.0,2.0,16.379999999999995,-44.94,47.83208128442666,Real,mittel
40,22.0,49.0,3.0,2.0,12.600000000000009,-29.40000000000001,31.986247044628424,Real,schwer
41,22.0,50.0,3.0,2.0,1.8200000000000076,-29.54000000000002,29.596013245030168,Real,schwer
42,22.0,51.0,3.0,2.0,16.24000000000001,-23.099999999999994,28.237344067741216,Real,schwer
43,22.0,52.0,3.0,2.0,16.799999999999997,-27.860000000000014,32.53336133878577,Real,schwer
44,22.0,53.0,3.0,2.0,11.47999999999999,-40.46000000000001,42.05712781443831,Real,schwer
45,22.0,55.0,4.0,2.0,1.6800000000000068,-16.66000000000001,16.744491631578438,Real,leicht
46,22.0,56.0,4.0,2.0,3.500000000000014,-18.47999999999999,18.808519346296237,Real,leicht
47,22.0,57.0,4.0,2.0,7.279999999999987,-28.14000000000001,29.066441130623485,Real,leicht
48,22.0,58.0,4.0,2.0,6.019999999999996,-36.120000000000005,36.618230432395286,Real,leicht
49,22.0,61.0,5.0,2.0,12.739999999999997,-15.11999999999999,19.77174752013589,Real,mittel
50,22.0,62.0,5.0,2.0,11.620000000000005,-21.83999999999999,24.7388358659012,Real,mittel
51,22.0,63.0,5.0,2.0,15.259999999999993,-23.24000000000001,27.802251707370758,Real,mittel
52,22.0,64.0,5.0,2.0,11.47999999999999,-24.920000000000016,27.43714270837983,Real,mittel
53,22.0,65.0,5.0,2.0,11.47999999999999,-31.5,33.526711738552585,Real,mittel
54,22.0,67.0,6.0,2.0,12.88000000000001,-18.059999999999988,22.182380395259653,Real,schwer
55,22.0,68.0,6.0,2.0,7.699999999999989,-24.920000000000016,26.082492212210106,Real,schwer
56,22.0,69.0,6.0,2.0,11.899999999999991,-29.25999999999999,31.587301245912087,Real,schwer
57,22.0,70.0,6.0,2.0,16.799999999999997,-34.02000000000001,37.94206636439297,Real,schwer
58,22.0,71.0,6.0,2.0,6.579999999999998,-35.41999999999999,36.02600172097924,Real,schwer
1,33.0,2.0,1.0,1.0,3.640000000000001,5.599999999999994,6.679041847450871,Real,leicht
2,33.0,3.0,1.0,1.0,-0.1400000000000005,-4.200000000000003,4.202332685545021,Real,leicht
3,33.0,4.0,1.0,1.0,-5.319999999999993,-0.8400000000000034,5.38590753726797,Real,leicht
4,33.0,5.0,1.0,1.0,-7.0,-5.319999999999993,8.792178342140241,Real,leicht
5,33.0,8.0,2.0,1.0,0.980000000000004,-1.539999999999992,1.8253766734567367,Real,mittel
6,33.0,9.0,2.0,1.0,4.899999999999992,1.2600000000000051,5.059407079885935,Real,mittel
7,33.0,10.0,2.0,1.0,4.200000000000003,2.9399999999999977,5.126753358608156,Real,mittel
8,33.0,11.0,2.0,1.0,6.300000000000011,-1.4000000000000057,6.453681120105033,Real,mittel
9,33.0,12.0,2.0,1.0,12.739999999999997,-0.6999999999999886,12.759216276872175,Real,mittel
10,33.0,15.0,3.0,1.0,-1.8199999999999927,6.300000000000011,6.557621520033015,Real,schwer
11,33.0,16.0,3.0,1.0,5.040000000000006,4.060000000000002,6.47187762554269,Real,schwer
12,33.0,17.0,3.0,1.0,9.66000000000001,5.460000000000008,11.096269643443254,Real,schwer
13,33.0,18.0,3.0,1.0,11.200000000000005,-0.980000000000004,11.24279324723176,Real,schwer
14,33.0,19.0,3.0,1.0,9.799999999999995,-16.939999999999998,19.57047776626825,Real,schwer
15,33.0,22.0,4.0,1.0,-0.8400000000000034,0.8400000000000034,1.1879393923934047,Real,leicht
16,33.0,23.0,4.0,1.0,1.9599999999999935,-0.1400000000000147,1.9649936386665428,Real,leicht
17,33.0,24.0,4.0,1.0,1.539999999999992,-1.8200000000000076,2.384114091229697,Real,leicht
18,33.0,25.0,4.0,1.0,6.719999999999999,5.739999999999995,8.837759897168509,Real,leicht
19,33.0,26.0,4.0,1.0,12.88000000000001,2.239999999999995,13.073331633520212,Real,leicht
20,33.0,29.0,5.0,1.0,1.1199999999999903,-9.240000000000007,9.307631277613018,Real,mittel
21,33.0,30.0,5.0,1.0,-6.579999999999998,-8.260000000000005,10.560492412761825,Real,mittel
22,33.0,31.0,5.0,1.0,10.64,-3.3599999999999994,11.157920953295914,Real,mittel
23,33.0,32.0,5.0,1.0,-2.239999999999995,-13.159999999999997,13.34927713398744,Real,mittel
24,33.0,36.0,6.0,1.0,1.2600000000000051,-1.8200000000000076,2.2135943621178744,Real,schwer
25,33.0,37.0,6.0,1.0,-0.5600000000000023,-4.6200000000000045,4.65381563880651,Real,schwer
26,33.0,38.0,6.0,1.0,2.1000000000000085,-4.899999999999992,5.331041174104731,Real,schwer
27,33.0,39.0,6.0,1.0,6.159999999999997,2.3799999999999955,6.603786792439617,Real,schwer
28,33.0,40.0,6.0,1.0,8.400000000000006,4.6200000000000045,9.586678256831204,Real,schwer
29,33.0,41.0,6.0,1.0,8.400000000000006,-15.539999999999992,17.66498230964299,Real,schwer
30,33.0,42.0,6.0,1.0,25.47999999999999,3.3599999999999994,25.700583650960137,Real,schwer
31,33.0,43.0,1.0,2.0,-4.899999999999992,0.1400000000000005,4.901999592003238,Real,leicht
32,33.0,44.0,1.0,2.0,-4.6200000000000045,-1.9599999999999935,5.018565532101779,Real,leicht
33,33.0,45.0,1.0,2.0,-1.2600000000000051,-4.899999999999992,5.059407079885935,Real,leicht
34,33.0,46.0,1.0,2.0,1.9599999999999935,-5.599999999999994,5.9330936281167785,Real,leicht
35,33.0,50.0,2.0,2.0,-0.4200000000000017,-1.9599999999999935,2.004494948858684,Real,mittel
36,33.0,51.0,2.0,2.0,2.799999999999997,-3.500000000000014,4.482186966203003,Real,mittel
37,33.0,52.0,2.0,2.0,5.040000000000006,2.799999999999997,5.765552878952724,Real,mittel
38,33.0,53.0,2.0,2.0,4.060000000000002,-6.579999999999998,7.731752712031082,Real,mittel
39,33.0,54.0,2.0,2.0,4.899999999999992,-7.840000000000003,9.24530150941547,Real,mittel
40,33.0,57.0,3.0,2.0,-3.780000000000001,3.9200000000000017,5.445622094857485,Real,schwer
41,33.0,58.0,3.0,2.0,-6.439999999999998,-0.5600000000000023,6.464301973144507,Real,schwer
42,33.0,59.0,3.0,2.0,-4.340000000000003,-6.579999999999998,7.882385425745179,Real,schwer
43,33.0,60.0,3.0,2.0,-13.439999999999998,-1.2600000000000051,13.498933291190085,Real,schwer
44,33.0,61.0,3.0,2.0,-12.040000000000006,-14.0,18.465145545053257,Real,schwer
45,33.0,64.0,4.0,2.0,-1.3999999999999917,1.960000000000008,2.408651074771937,Real,leicht
46,33.0,65.0,4.0,2.0,2.240000000000009,-2.799999999999997,3.5857495729623987,Real,leicht
47,33.0,66.0,4.0,2.0,-1.6800000000000068,-5.460000000000008,5.712617613668896,Real,leicht
48,33.0,67.0,4.0,2.0,10.22,3.640000000000001,10.848870908993248,Real,leicht
49,33.0,68.0,4.0,2.0,-12.179999999999993,4.6200000000000045,13.026772432187483,Real,leicht
50,33.0,71.0,5.0,2.0,-0.8400000000000034,-4.759999999999991,4.833549420456971,Real,mittel
51,33.0,72.0,5.0,2.0,5.179999999999993,-7.699999999999989,9.280215514738854,Real,mittel
52,33.0,73.0,5.0,2.0,10.22,4.060000000000002,10.996908656527069,Real,mittel
53,33.0,74.0,5.0,2.0,9.099999999999994,-7.279999999999987,11.653686112127772,Real,mittel
54,33.0,75.0,5.0,2.0,-4.760000000000005,-3.920000000000016,6.166360352752681,Real,mittel
55,33.0,78.0,6.0,2.0,-2.1000000000000085,-2.9399999999999977,3.6129766121579054,Real,schwer
56,33.0,79.0,6.0,2.0,3.780000000000001,-0.0,3.780000000000001,Real,schwer
57,33.0,80.0,6.0,2.0,7.0,2.1000000000000085,7.308214556237388,Real,schwer
